sleep_duration,bedtime_hour,wake_hour,caffeine_intake,exercise_duration,screen_time,stress_level,mood,sleep_interruptions,water_intake,daily_steps,age,gender,bmi,sleep_quality
4.64,0.09,4.73,Moderate,22.7,76.5,9,Happy,Yes,2.12,6882,53,Male,19.1,Poor
5.93,21.71,3.64,Moderate,41.5,126.4,8,Happy,No,2.63,9798,36,Male,15.6,Poor
6.67,0.17,6.84,Moderate,14.0,63.7,2,Happy,No,1.42,12047,36,Male,20.1,Average
8.37,1.29,9.66,Moderate,34.6,56.3,1,Anxious,Yes,2.07,6449,29,Female,22.7,Good
4.63,22.59,3.22,Low,61.1,80.0,8,Anxious,Yes,2.76,4849,30,Male,32.5,Poor
8.01,23.3,7.31,None,21.2,37.0,8,Happy,No,2.61,5882,42,Female,25.4,Average
6.51,23.52,6.03,Moderate,5.0,171.9,0,Sad,No,1.39,3861,53,Female,17.2,Good
5.22,22.32,3.54,Moderate,7.8,64.5,5,Neutral,No,2.46,9363,42,Male,21.1,Poor
7.1,0.47,7.57,Moderate,5.5,127.4,9,Anxious,No,2.59,13413,45,Female,23.3,Poor
6.76,23.32,6.08,None,7.1,99.4,7,Neutral,No,2.28,4922,59,Female,24.4,Good
5.72,0.13,5.85,None,9.1,45.7,2,Neutral,No,2.96,3424,56,Male,18.9,Good
6.59,22.17,4.76,High,20.2,89.7,10,Happy,Yes,1.79,10019,47,Male,23.0,Poor
6.0,22.84,4.84,Moderate,22.2,125.3,8,Neutral,No,2.49,7954,22,Male,21.0,Poor
6.65,0.58,7.23,High,13.9,81.5,1,Anxious,No,1.38,8005,34,Male,19.6,Good
7.36,22.94,6.3,Moderate,23.9,143.7,5,Neutral,Yes,1.08,11765,35,Female,24.4,Average
8.56,2.0,10.56,Moderate,2.1,136.0,0,Happy,No,2.75,2901,60,Female,26.2,Good
4.89,22.9,3.79,Moderate,2.3,131.4,6,Happy,No,2.21,2817,64,Male,26.4,Poor
9.27,23.84,9.11,High,4.7,69.3,2,Sad,No,1.88,6515,38,Male,25.5,Average
3.96,0.9,4.86,Moderate,18.2,41.4,6,Neutral,No,1.45,7190,39,Male,21.8,Poor
6.3,21.37,3.67,Moderate,6.0,62.4,3,Neutral,No,2.78,5935,56,Female,26.0,Average
7.26,20.86,4.12,None,8.3,98.8,8,Anxious,Yes,1.14,14382,23,Male,24.6,Poor
6.87,21.21,4.08,Low,12.8,114.6,4,Happy,No,2.9,6069,33,Female,24.0,Average
5.69,1.39,7.08,Moderate,41.8,0.0,2,Happy,No,2.52,5348,19,Female,21.4,Good
6.23,22.67,4.9,Low,0.3,89.6,7,Anxious,No,1.18,7373,18,Female,21.8,Average
5.86,2.0,7.86,None,26.2,97.1,5,Happy,No,2.29,9913,47,Female,23.8,Poor
5.73,22.65,4.38,Low,27.6,77.5,1,Happy,No,4.06,4824,60,Male,32.0,Good
7.6,23.78,7.38,None,40.1,148.1,2,Neutral,Yes,3.03,6559,54,Male,24.6,Good
6.96,1.81,8.77,None,67.5,109.0,7,Sad,Yes,1.62,9998,40,Male,21.4,Poor
5.6,2.0,7.6,Low,0.5,149.0,9,Happy,No,2.7,10164,18,Female,20.6,Average
7.67,2.0,9.67,High,4.2,80.3,6,Anxious,Yes,1.21,7653,36,Female,21.8,Poor
6.9,1.31,8.21,Low,54.3,132.2,9,Sad,Yes,1.24,14255,63,Male,31.1,Poor
7.56,1.04,8.6,None,15.3,163.6,5,Happy,No,2.15,12942,20,Female,22.1,Good
7.32,0.39,7.71,None,20.8,149.0,0,Sad,No,2.59,2782,19,Female,26.7,Good
5.42,0.67,6.09,Moderate,27.2,40.9,8,Neutral,Yes,2.77,1924,54,Female,22.2,Poor
5.77,22.67,4.44,Low,28.4,78.6,2,Neutral,No,2.78,9387,34,Male,24.4,Good
7.47,22.27,5.74,Moderate,67.1,74.5,4,Sad,No,2.55,11096,45,Male,26.3,Good
7.29,23.49,6.78,Moderate,120.0,112.0,6,Anxious,No,1.07,6326,35,Male,21.5,Average
6.47,23.24,5.71,Moderate,31.8,120.9,6,Happy,No,2.16,5493,50,Female,21.3,Good
6.65,22.82,5.47,Low,8.5,52.2,2,Neutral,No,2.88,4539,32,Male,29.3,Average
8.16,0.54,8.7,Moderate,53.0,93.1,3,Neutral,Yes,2.51,3496,39,Male,26.9,Good
5.73,0.93,6.66,Low,1.3,0.0,9,Neutral,Yes,2.33,10409,58,Male,26.3,Poor
7.21,23.63,6.84,High,6.6,154.9,6,Neutral,No,2.43,5856,44,Female,26.3,Average
6.24,1.72,7.96,Moderate,56.9,66.9,7,Happy,No,2.42,7905,54,Female,25.1,Average
6.22,21.79,4.01,Low,7.4,92.5,1,Neutral,No,0.82,1523,49,Female,30.6,Average
7.93,23.21,7.14,Low,6.2,76.1,8,Neutral,No,3.01,10007,62,Female,23.7,Good
7.57,22.42,5.99,None,3.7,141.6,6,Happy,No,2.12,8763,36,Female,25.5,Good
7.56,20.7,4.26,Moderate,49.0,0.0,7,Sad,No,2.7,2966,45,Male,18.4,Good
8.2,23.38,7.58,None,17.3,89.3,5,Sad,Yes,0.59,7777,45,Male,20.6,Average
6.53,23.32,5.85,Moderate,28.1,85.2,5,Neutral,Yes,3.36,7014,27,Female,19.3,Poor
7.39,1.77,9.16,Low,6.8,69.6,8,Happy,No,1.39,5650,37,Female,28.0,Good
6.1,0.45,6.55,Moderate,35.5,167.7,3,Neutral,Yes,3.98,500,42,Male,15.0,Poor
6.92,21.96,4.88,Moderate,35.7,50.1,10,Happy,Yes,3.68,5019,38,Female,22.1,Poor
6.33,2.0,8.33,Moderate,9.4,124.7,10,Happy,No,1.27,7907,31,Female,15.0,Average
6.63,1.33,7.96,Moderate,13.2,106.0,4,Sad,No,2.77,5354,39,Female,20.6,Poor
7.27,0.37,7.64,None,5.9,146.8,8,Happy,No,1.49,6335,43,Female,21.8,Good
5.44,23.16,4.6,None,93.8,60.0,0,Happy,Yes,1.75,11490,61,Female,28.3,Average
9.22,22.06,7.28,Moderate,25.9,57.0,3,Happy,Yes,1.77,6767,28,Male,24.9,Good
5.19,22.94,4.13,Low,68.2,139.3,6,Happy,Yes,2.51,710,24,Male,20.6,Poor
4.92,1.13,6.05,Low,9.0,109.1,10,Happy,No,2.43,6445,34,Female,27.2,Poor
8.01,2.0,10.01,None,38.1,20.5,8,Anxious,No,1.36,7298,35,Female,23.6,Good
7.53,1.81,9.34,Low,36.3,65.7,10,Happy,No,2.51,4524,24,Male,23.6,Average
7.31,22.77,6.08,None,29.4,107.4,9,Happy,No,2.06,9204,37,Female,19.3,Good
7.32,21.82,5.14,High,84.3,127.7,5,Happy,No,0.93,2613,55,Male,20.0,Good
6.48,23.71,6.19,None,12.5,59.4,7,Anxious,Yes,1.9,6587,28,Female,20.6,Poor
5.33,20.85,2.18,Moderate,3.5,0.0,8,Neutral,No,3.36,2579,61,Male,23.7,Poor
6.6,23.98,6.58,None,27.8,113.5,9,Neutral,No,1.92,6113,33,Male,23.8,Average
5.62,23.28,4.9,Moderate,32.7,35.1,3,Anxious,No,0.92,9124,44,Female,28.9,Poor
7.77,22.8,6.57,Low,21.4,0.0,0,Neutral,No,2.77,6515,28,Female,24.8,Good
6.31,21.11,3.42,High,5.8,0.0,7,Happy,Yes,1.55,6340,33,Male,15.0,Average
5.43,0.27,5.7,High,17.6,126.6,1,Happy,No,2.35,7083,40,Female,24.4,Average
6.08,22.7,4.78,Low,9.4,95.8,10,Neutral,No,2.08,7233,29,Male,18.4,Average
7.04,21.75,4.79,High,13.9,79.8,0,Happy,Yes,3.43,9081,57,Female,20.1,Average
5.77,20.0,1.77,High,25.9,152.5,6,Neutral,Yes,2.08,9099,20,Female,20.7,Poor
5.43,23.46,4.89,Moderate,34.2,118.7,9,Happy,No,1.4,11265,19,Female,21.2,Average
6.82,2.0,8.82,Moderate,6.6,162.7,8,Neutral,No,1.87,7503,55,Male,18.7,Average
6.82,1.99,8.81,None,13.0,27.3,10,Happy,Yes,1.34,2018,41,Male,24.2,Poor
5.84,22.81,4.65,Moderate,7.8,88.4,8,Happy,No,2.05,9574,46,Female,18.6,Average
5.89,22.6,4.49,None,5.5,17.2,2,Neutral,Yes,3.44,11049,64,Male,24.7,Average
6.8,0.2,7.0,None,38.2,79.7,5,Anxious,No,3.07,14385,63,Female,31.3,Average
4.62,22.0,2.62,High,60.0,78.8,6,Neutral,Yes,3.63,11355,51,Male,18.8,Poor
4.67,23.95,4.62,Low,11.6,118.2,9,Neutral,Yes,2.54,5529,37,Female,22.5,Poor
5.57,0.65,6.22,Moderate,34.8,92.1,8,Happy,No,2.3,7562,35,Male,15.0,Poor
6.22,1.34,7.56,Moderate,56.8,118.1,1,Happy,Yes,1.5,6188,31,Male,22.4,Good
6.9,23.35,6.25,High,46.8,121.7,7,Happy,No,2.39,5780,35,Male,25.7,Average
8.42,23.19,7.61,High,5.0,187.0,6,Happy,Yes,2.11,6660,19,Male,26.0,Good
7.61,22.18,5.79,None,78.3,75.8,3,Happy,No,2.75,10857,18,Male,23.8,Good
6.29,22.26,4.55,None,11.8,47.7,1,Happy,Yes,1.41,2232,37,Male,26.6,Good
6.48,23.16,5.64,Low,10.4,101.1,7,Sad,No,2.24,3992,51,Female,32.4,Poor
5.2,0.05,5.25,None,1.6,53.9,10,Happy,No,1.1,10658,58,Female,29.5,Poor
6.48,0.87,7.35,None,16.6,156.7,4,Neutral,Yes,2.44,11361,58,Male,21.7,Average
6.12,22.3,4.42,Low,2.9,77.3,5,Neutral,No,2.67,5022,28,Female,18.4,Average
6.92,1.74,8.66,Moderate,7.1,64.5,10,Neutral,Yes,1.06,11952,44,Male,22.1,Poor
5.42,23.09,4.51,Moderate,9.5,68.8,6,Neutral,No,1.26,9928,40,Female,20.2,Poor
7.18,23.47,6.65,Low,41.4,122.3,9,Happy,Yes,1.29,6197,55,Female,25.1,Poor
8.49,22.38,6.87,Moderate,52.1,82.9,0,Happy,No,2.08,500,61,Female,19.4,Good
6.36,20.0,2.36,None,9.0,61.1,7,Sad,No,1.22,1996,20,Female,23.2,Average
7.02,0.83,7.85,None,48.9,164.9,3,Anxious,No,3.16,5025,29,Male,26.4,Good
7.4,0.61,8.01,Moderate,48.7,51.5,8,Happy,No,2.51,9280,47,Female,23.1,Good
5.98,23.08,5.06,Moderate,36.2,91.6,0,Happy,No,2.62,9289,48,Female,20.2,Good
6.79,23.6,6.39,Moderate,4.0,119.4,10,Anxious,No,1.09,5601,40,Female,27.6,Poor
6.52,0.27,6.79,None,29.3,16.6,1,Happy,No,3.11,6306,18,Male,16.9,Good
6.63,21.16,3.79,Moderate,72.5,111.6,5,Neutral,No,2.65,6903,58,Female,22.4,Average
5.5,22.71,4.21,Moderate,28.7,42.5,10,Neutral,Yes,1.72,6344,37,Male,23.4,Poor
6.53,0.69,7.22,Moderate,10.1,127.0,9,Happy,No,1.12,7491,23,Male,23.6,Average
7.15,21.62,4.77,Moderate,17.4,46.7,10,Neutral,No,2.15,6910,28,Female,24.1,Poor
8.39,23.94,8.33,High,25.9,121.2,0,Neutral,No,1.87,1977,52,Male,25.6,Good
7.75,21.47,5.22,Moderate,17.9,139.8,3,Happy,No,1.9,6377,21,Female,23.4,Good
9.3,0.2,9.5,Moderate,3.2,128.8,7,Neutral,Yes,1.71,6932,46,Female,22.2,Average
5.5,23.45,4.95,High,9.4,101.3,9,Sad,No,2.71,9969,27,Female,22.1,Poor
7.63,21.08,4.71,Moderate,40.5,79.6,4,Neutral,Yes,0.5,4506,46,Female,21.4,Good
6.74,1.25,7.99,Low,49.4,64.1,8,Happy,Yes,3.2,7612,55,Female,26.3,Average
9.35,22.4,7.75,Moderate,3.7,156.2,10,Neutral,Yes,2.9,8689,18,Female,21.2,Average
5.45,22.28,3.73,Low,76.1,58.5,10,Sad,No,2.35,6555,57,Female,26.5,Poor
5.41,23.8,5.21,None,10.0,43.3,5,Sad,Yes,2.1,1736,25,Male,23.6,Poor
5.72,1.22,6.94,Moderate,27.1,119.9,0,Neutral,Yes,2.96,10030,55,Male,21.7,Average
3.74,21.98,1.72,High,34.8,54.2,5,Happy,No,2.17,9241,34,Female,25.7,Poor
5.82,23.59,5.41,High,41.8,47.2,5,Sad,Yes,2.01,7686,36,Female,21.0,Poor
5.51,0.14,5.65,Low,72.9,25.0,5,Neutral,Yes,3.0,7121,50,Male,25.7,Poor
6.7,0.54,7.24,Low,9.4,68.3,7,Happy,Yes,3.67,1656,32,Female,24.2,Poor
6.94,23.76,6.7,None,48.9,86.3,5,Neutral,No,1.52,9324,62,Male,21.4,Good
8.94,22.95,7.89,High,3.5,100.9,4,Happy,No,2.5,11459,48,Male,25.4,Good
7.74,22.26,6.0,High,30.5,132.8,10,Neutral,Yes,1.44,3659,38,Female,25.4,Poor
5.75,23.63,5.38,Moderate,33.9,113.7,1,Happy,No,2.55,11035,20,Female,27.6,Average
5.33,21.89,3.22,Moderate,28.3,81.4,3,Neutral,No,1.66,10394,19,Male,26.9,Average
7.14,20.0,3.14,Moderate,7.3,81.1,9,Anxious,Yes,3.05,3570,52,Male,25.2,Average
4.78,0.15,4.93,Moderate,51.6,113.0,4,Sad,Yes,2.13,5818,58,Female,19.6,Poor
8.88,0.86,9.74,None,4.6,147.3,9,Anxious,No,2.23,2814,33,Female,32.1,Poor
8.03,20.0,4.03,Low,1.4,95.7,3,Anxious,No,3.34,6805,62,Male,18.6,Good
5.89,21.99,3.88,Moderate,31.6,68.9,1,Happy,Yes,1.69,8345,38,Male,26.8,Average
4.27,0.43,4.7,Moderate,16.1,45.3,6,Neutral,Yes,2.68,3039,29,Male,25.0,Poor
8.26,2.0,10.26,Low,47.3,25.0,9,Neutral,No,1.76,8157,45,Female,19.4,Good
6.35,23.53,5.88,High,12.1,120.0,9,Anxious,Yes,3.04,8917,29,Female,23.1,Poor
8.11,22.41,6.52,None,4.6,116.0,1,Happy,No,3.45,8960,50,Female,23.2,Good
4.43,23.23,3.66,Low,45.3,116.0,0,Anxious,No,2.02,8364,37,Male,28.1,Average
5.72,1.56,7.28,Moderate,19.9,84.2,4,Neutral,No,0.66,3315,57,Male,21.0,Average
6.51,22.53,5.04,Moderate,5.2,153.3,0,Sad,Yes,1.72,6636,38,Female,22.6,Poor
6.56,22.3,4.86,Moderate,31.9,68.2,0,Happy,No,3.9,8057,56,Male,15.3,Good
5.91,22.78,4.69,Low,17.9,133.0,0,Happy,Yes,1.79,11383,58,Male,29.6,Average
7.31,22.07,5.38,None,23.2,88.3,5,Sad,No,3.44,7007,59,Male,19.8,Good
5.11,23.68,4.79,Moderate,15.4,62.6,8,Happy,No,1.78,8277,53,Male,24.6,Poor
6.31,1.94,8.25,Moderate,44.1,116.7,9,Sad,No,1.76,4204,39,Male,23.1,Poor
6.66,23.98,6.64,None,44.2,108.4,10,Happy,No,2.75,3535,43,Female,23.2,Average
7.17,23.12,6.29,Moderate,30.9,106.1,0,Neutral,No,2.66,3151,24,Female,26.3,Average
7.43,23.06,6.49,Low,2.8,93.7,4,Neutral,No,2.8,5739,24,Female,29.3,Good
5.04,21.16,2.2,Moderate,45.6,88.3,8,Neutral,No,2.2,13186,25,Female,24.4,Poor
4.51,0.82,5.33,Moderate,27.8,197.5,8,Neutral,No,2.92,5794,43,Female,25.8,Poor
8.16,23.38,7.54,None,29.9,143.3,0,Happy,No,2.87,8094,41,Male,24.7,Good
6.93,23.23,6.16,None,11.3,122.5,7,Happy,No,3.0,8671,41,Male,27.1,Good
5.53,2.0,7.53,Moderate,52.9,95.0,0,Happy,No,1.76,3725,57,Male,21.9,Average
8.52,23.95,8.47,Moderate,32.3,135.3,7,Neutral,Yes,2.92,5695,29,Female,27.3,Average
6.65,22.37,5.02,Moderate,3.0,113.3,0,Neutral,No,1.84,8873,64,Male,27.4,Good
8.03,22.86,6.89,Moderate,13.1,91.2,4,Sad,No,2.09,8285,25,Male,27.3,Average
6.59,1.22,7.81,Moderate,54.4,76.3,7,Neutral,No,2.08,1018,26,Male,21.2,Average
9.18,23.67,8.85,High,1.2,86.4,5,Neutral,No,1.5,8783,20,Female,22.9,Good
8.78,21.34,6.12,Low,81.4,0.0,8,Neutral,Yes,0.99,5347,38,Male,24.3,Average
6.18,0.88,7.06,Low,28.4,99.5,0,Happy,Yes,3.06,5426,48,Male,18.7,Good
7.76,22.5,6.26,Low,24.9,68.0,8,Happy,Yes,1.71,8215,64,Female,29.1,Average
7.34,2.0,9.34,None,7.9,161.7,0,Anxious,Yes,2.01,11569,41,Female,23.5,Good
8.28,1.12,9.4,Moderate,7.2,90.9,9,Anxious,No,1.69,6399,21,Male,24.5,Average
5.25,22.83,4.08,Low,71.2,36.5,9,Happy,No,2.02,10537,37,Female,21.5,Average
7.39,1.42,8.81,High,8.9,87.8,2,Neutral,No,1.85,2677,33,Male,18.9,Good
7.88,23.6,7.48,Moderate,37.3,42.9,0,Sad,No,3.1,7392,27,Female,21.4,Good
4.21,0.78,4.99,Moderate,12.5,111.3,2,Neutral,Yes,1.79,5377,60,Male,24.3,Poor
4.96,0.23,5.19,Low,3.7,103.1,10,Happy,Yes,3.4,7846,43,Male,25.9,Poor
3.85,22.23,2.08,None,0.3,133.1,1,Happy,Yes,3.0,6111,46,Female,24.1,Poor
6.15,22.53,4.68,None,19.6,54.4,1,Neutral,No,1.87,2977,22,Female,24.7,Good
7.43,1.04,8.47,Low,93.0,91.5,8,Anxious,No,2.42,4338,28,Female,22.3,Good
8.45,23.0,7.45,None,11.5,28.6,7,Neutral,Yes,2.56,2070,46,Female,25.2,Average
6.6,22.89,5.49,Moderate,11.0,121.6,0,Happy,Yes,2.79,3079,62,Male,28.7,Average
8.62,22.07,6.69,High,10.5,113.3,3,Happy,Yes,2.86,8441,32,Female,26.0,Average
4.71,0.14,4.85,High,18.4,112.3,0,Sad,No,2.33,6247,23,Male,26.3,Poor
4.29,2.0,6.29,Moderate,14.5,90.1,0,Sad,No,1.53,7693,32,Male,24.5,Average
6.43,21.9,4.33,None,53.0,108.7,3,Neutral,No,2.65,12447,60,Male,18.2,Good
7.0,23.54,6.54,High,17.6,162.2,1,Neutral,No,2.03,6112,37,Female,19.8,Good
6.46,1.62,8.08,High,17.7,77.2,2,Happy,No,0.5,8903,51,Male,25.1,Average
3.81,23.38,3.19,None,3.7,96.2,10,Sad,Yes,2.47,7084,19,Male,23.5,Poor
6.38,0.18,6.56,Moderate,101.5,41.1,8,Sad,No,1.69,15288,61,Female,25.0,Average
4.8,21.91,2.71,Low,7.2,50.9,1,Happy,No,1.88,500,33,Male,29.4,Poor
7.37,0.14,7.51,Moderate,1.9,94.4,3,Sad,No,2.2,4847,36,Male,26.0,Average
6.98,23.22,6.2,High,27.2,139.7,0,Happy,No,1.11,8962,51,Male,27.9,Good
5.28,0.98,6.26,None,22.6,78.5,1,Happy,No,2.3,4741,31,Female,23.8,Good
5.83,1.28,7.11,High,13.4,79.4,4,Happy,No,1.98,8698,41,Male,20.7,Average
5.12,2.0,7.12,Moderate,13.7,71.7,9,Happy,Yes,1.59,6820,45,Male,23.3,Poor
6.42,0.37,6.79,High,38.4,65.9,0,Happy,No,2.23,9595,49,Male,20.7,Good
7.74,23.99,7.73,Low,5.4,103.3,10,Neutral,Yes,1.02,3604,54,Female,29.0,Poor
5.22,23.79,5.01,Moderate,42.9,22.6,6,Neutral,Yes,2.25,7519,27,Female,26.3,Poor
7.16,22.97,6.13,None,26.2,147.6,3,Neutral,No,2.53,8398,62,Female,25.3,Good
5.81,0.01,5.82,Low,13.6,60.1,5,Happy,No,2.41,7395,26,Male,27.8,Average
5.47,23.06,4.53,None,15.3,122.5,7,Happy,Yes,2.75,7448,41,Male,16.4,Poor
6.36,23.75,6.11,High,7.4,32.9,5,Neutral,No,3.02,10607,53,Male,25.6,Good
5.15,1.48,6.63,Moderate,34.9,120.1,1,Neutral,No,2.14,1960,46,Male,18.9,Average
5.78,21.99,3.77,High,18.0,120.2,0,Happy,Yes,2.97,7375,46,Male,23.5,Average
4.94,1.21,6.15,High,9.7,107.3,7,Anxious,No,2.14,3373,40,Female,22.4,Poor
9.05,1.48,10.53,None,22.7,45.3,7,Sad,No,1.71,9273,44,Male,25.8,Good
6.55,23.32,5.87,Low,120.0,101.2,8,Anxious,No,1.93,4486,48,Male,24.3,Good
5.59,20.32,1.91,None,14.3,36.8,5,Neutral,No,2.39,500,60,Female,28.2,Average
6.78,22.59,5.37,None,63.4,78.6,0,Happy,Yes,2.96,9344,24,Female,21.4,Good
6.35,1.45,7.8,None,10.6,136.3,8,Neutral,No,2.2,6195,62,Male,26.0,Poor
6.21,23.47,5.68,Low,1.4,125.9,2,Happy,No,1.73,8070,21,Female,24.1,Average
7.3,22.0,5.3,Low,5.7,90.7,10,Neutral,No,3.21,11281,31,Female,17.8,Average
7.48,22.74,6.22,None,13.6,46.1,5,Happy,Yes,1.2,8114,59,Female,20.3,Good
5.81,0.76,6.57,None,6.2,119.1,9,Sad,No,1.73,7508,59,Male,23.0,Poor
5.75,0.32,6.07,None,0.0,90.9,9,Happy,No,2.82,6858,27,Female,27.4,Average
6.14,23.14,5.28,High,61.6,0.0,10,Anxious,Yes,3.44,3558,61,Male,25.1,Poor
3.51,22.95,2.46,Moderate,46.4,125.2,8,Anxious,No,2.54,6354,51,Female,19.4,Poor
4.53,22.91,3.44,High,33.9,88.9,10,Neutral,No,2.37,12922,43,Male,23.0,Poor
8.28,22.12,6.4,Low,4.6,144.1,2,Sad,Yes,2.0,5874,40,Male,30.6,Poor
8.64,1.92,10.56,Low,3.2,40.7,4,Neutral,No,2.58,6532,26,Male,23.9,Good
6.18,23.02,5.2,Moderate,1.7,0.0,4,Sad,No,2.29,10771,54,Female,22.4,Poor
7.25,1.33,8.58,Low,32.2,102.6,9,Neutral,No,1.67,2376,25,Female,25.2,Average
6.9,1.78,8.68,Low,66.1,103.1,6,Sad,No,1.98,8860,31,Female,26.2,Good
10.0,1.0,11.0,None,14.1,13.9,3,Neutral,No,1.59,2233,24,Male,21.9,Good
7.96,22.85,6.81,None,3.2,46.0,10,Anxious,No,2.21,8198,24,Female,25.3,Average
6.33,0.11,6.44,Low,18.0,214.0,3,Neutral,No,2.31,6933,26,Female,22.3,Good
5.26,23.46,4.72,Low,10.7,76.2,6,Neutral,Yes,3.34,8837,20,Male,26.0,Poor
4.41,22.14,2.55,Moderate,11.7,122.9,8,Sad,No,1.78,3963,31,Female,24.1,Poor
6.76,23.99,6.75,None,24.3,60.7,10,Sad,Yes,2.07,5395,34,Male,25.2,Poor
5.52,21.73,3.25,None,31.7,0.0,3,Neutral,Yes,3.08,8992,61,Female,20.8,Average
4.65,1.28,5.93,Moderate,2.9,82.3,3,Happy,Yes,3.46,5471,39,Male,20.6,Poor
5.66,22.8,4.46,None,0.9,78.0,5,Neutral,No,2.53,9267,63,Male,26.8,Poor
5.09,23.8,4.89,Low,120.0,72.0,5,Anxious,Yes,2.02,7628,43,Female,23.2,Poor
8.69,23.92,8.61,High,6.6,84.8,6,Sad,Yes,1.87,5663,45,Male,24.5,Average
7.65,23.11,6.76,None,1.4,101.9,0,Sad,Yes,0.91,6054,62,Female,22.4,Good
6.49,0.38,6.87,None,5.3,83.2,10,Happy,Yes,1.55,7011,31,Female,26.6,Poor
8.42,22.79,7.21,Low,1.0,33.1,2,Neutral,No,2.27,6339,26,Female,21.4,Good
6.6,0.81,7.41,Low,12.4,111.9,8,Neutral,No,2.07,9191,43,Female,23.0,Poor
5.38,21.48,2.86,Moderate,40.5,2.3,5,Sad,Yes,2.64,5886,19,Male,26.3,Poor
8.48,23.69,8.17,Moderate,10.4,0.0,5,Happy,No,2.06,5281,28,Male,27.6,Good
7.2,2.0,9.2,None,14.7,123.3,4,Anxious,No,1.69,9731,34,Male,21.7,Good
5.15,22.0,3.15,Moderate,28.1,112.8,10,Neutral,No,2.44,5734,51,Female,30.4,Poor
6.25,22.48,4.73,Low,17.8,87.4,2,Happy,No,3.95,5379,36,Female,24.6,Good
5.36,0.27,5.63,None,49.4,27.2,10,Happy,No,1.98,500,56,Male,19.8,Average
4.7,23.77,4.47,Moderate,50.3,58.1,4,Happy,Yes,2.3,3881,35,Male,24.8,Average
7.7,0.03,7.73,Low,0.2,78.2,0,Neutral,No,2.79,4484,30,Female,22.2,Good
8.98,0.23,9.21,Low,37.6,18.2,2,Happy,No,1.8,5380,22,Female,25.0,Good
4.68,0.45,5.13,None,15.4,56.7,3,Happy,No,3.09,4834,40,Female,23.4,Average
7.23,1.16,8.39,Low,112.4,119.4,4,Sad,No,1.09,9949,41,Male,23.8,Good
5.65,0.11,5.76,Low,16.5,154.2,9,Happy,Yes,1.91,4675,46,Female,20.3,Poor
5.87,23.14,5.01,Moderate,108.4,71.1,8,Happy,No,1.98,4898,64,Male,27.0,Average
5.73,0.51,6.24,None,35.1,124.0,3,Neutral,No,2.31,7467,25,Female,19.5,Average
5.38,2.0,7.38,Low,7.1,3.9,2,Neutral,No,0.82,3695,43,Male,19.6,Average
6.56,23.3,5.86,Low,19.3,119.7,9,Sad,Yes,3.15,11692,32,Female,24.8,Poor
5.42,22.04,3.46,Moderate,120.0,53.8,0,Neutral,No,2.49,9406,18,Male,29.1,Good
6.85,1.16,8.01,Moderate,48.7,103.8,9,Sad,No,2.99,3496,45,Male,22.3,Average
6.43,23.32,5.75,Moderate,2.6,78.9,5,Neutral,No,3.33,10041,64,Male,26.0,Average
6.19,20.24,2.43,Moderate,30.6,149.4,6,Happy,No,1.68,10665,63,Female,27.3,Average
5.32,0.77,6.09,High,10.6,50.7,9,Happy,No,0.5,3574,31,Male,26.4,Poor
5.75,22.7,4.45,Low,0.2,118.2,7,Neutral,Yes,3.0,3505,59,Male,22.4,Poor
7.48,23.36,6.84,Low,12.9,77.4,0,Neutral,Yes,2.0,5169,51,Female,19.7,Good
7.15,24.0,7.15,Moderate,6.7,82.9,3,Sad,Yes,1.41,2754,48,Male,15.8,Poor
5.23,23.79,5.02,High,42.7,81.7,10,Neutral,No,2.6,4659,23,Male,22.6,Poor
6.63,0.56,7.19,High,10.3,51.9,4,Neutral,Yes,3.92,5800,22,Female,27.6,Average
7.48,22.85,6.33,Low,43.9,89.4,1,Happy,No,2.12,8512,48,Male,19.6,Good
4.33,0.27,4.6,None,0.0,87.2,0,Happy,No,2.87,7244,54,Female,26.0,Average
7.21,23.11,6.32,Low,9.2,100.9,7,Neutral,Yes,1.51,6556,32,Male,20.2,Average
5.64,0.61,6.25,Moderate,6.9,93.8,5,Neutral,Yes,1.02,5550,32,Female,23.9,Poor
7.24,0.42,7.66,Low,6.7,125.9,4,Neutral,Yes,2.84,3076,60,Male,26.0,Average
5.51,22.1,3.61,Low,1.8,131.6,8,Happy,No,2.58,8775,22,Male,21.2,Poor
4.15,1.13,5.28,Moderate,5.2,42.7,10,Neutral,Yes,1.87,8708,45,Male,24.1,Poor
4.38,22.7,3.08,Low,20.3,129.1,10,Anxious,Yes,3.39,5149,50,Female,22.0,Poor
6.56,0.71,7.27,High,8.6,36.6,1,Happy,No,0.96,3697,28,Male,26.0,Average
6.84,0.05,6.89,Low,13.5,116.5,9,Neutral,No,1.34,11668,60,Male,24.3,Poor
5.32,2.0,7.32,Low,11.8,117.9,7,Anxious,Yes,1.82,7740,23,Female,23.7,Poor
7.33,23.16,6.49,Low,52.2,4.0,10,Happy,No,1.95,8191,40,Female,29.0,Average
4.34,22.98,3.32,Moderate,58.9,94.2,9,Neutral,No,3.23,8320,57,Female,25.8,Poor
6.41,23.47,5.88,None,17.0,68.9,8,Happy,No,2.23,3393,19,Male,21.1,Average
4.93,23.05,3.98,None,10.0,55.9,0,Neutral,No,2.06,11498,32,Male,23.2,Average
5.65,0.7,6.35,High,2.8,150.8,6,Happy,Yes,1.31,5790,40,Male,23.2,Poor
